X.locale,Address.AddressLine1,Address.AddressLine2,Address.City,Address.CountryName,Address.County,Address.FormattedAddress,Address.IntersectionDescription,Address.Latitude,Address.Longitude,Address.PostalCode,Address.Subdivision,AlternateIdentifier.ID,ID,IsDaylightSavingsTimeRecognized,LocationMilestones.LastRemodelDate,LocationMilestones.OpenDate,Market,Name,OperatingHours..timeFormat,Store.StoreDistrictID,Store.StoreGroupID,Store.StoreRegionID,SubTypeDescription,TimeZone.TimeZoneCode,TimeZone.TimeZoneDescription,TimeZone.TimeZoneOffset.OffsetCode,TimeZone.TimeZoneOffset.OffsetHours,TypeCode,PhoneNumber,FaxNumber,BeginTime.MF,Is24Hours.MF,IsOpen.MF,Summary.MF,ThruTime.MF,BeginTime.Sat,Is24Hours.Sat,IsOpen.Sat,Summary.Sat,ThruTime.Sat,BeginTime.Sun,Is24Hours.Sun,IsOpen.Sun,Summary.Sun,ThruTime.Sun,AllCapability
en-US,8207 HIGHWAY 72 W,,Madison,United States,Madison,"8207 HIGHWAY 72 W, Madison, AL 35758-9571",,34.749313,-86.755874,35758-9571,AL,T2816,2816,TRUE,,2012-03-07T12:00:00,ESE,Madison,12-hour,369,394,300,,CST,Central Std Time,UTC,-6,STR,(256) 690-5890,,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']"
en-US,1816 Gunbarrel Rd,,Chattanooga,United States,Hamilton,"1816 Gunbarrel Rd, Chattanooga, TN 37421-3129",SEC Gunbarrel Rd & Igou Gap Rd,35.024344,-85.156006,37421-3129,TN,T1302,1302,TRUE,2012-06-21T12:00:00,2000-10-04T12:00:00,ESE,Chattanooga East,12-hour,333,394,300,,EST,Eastern Std Time,UTC,-5,STR,(423) 490-1418,(423) 414-3377,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,00:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Beer Available', 'CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk']"
en-US,3065 Atlanta Hwy,,Athens,United States,Clarke,"3065 Atlanta Hwy, Athens, GA 30606-3334",SWC BUS US 78 & Epps Bridge Rd,33.941502,-83.44039,30606-3334,GA,T1453,1453,TRUE,2012-03-22T12:00:00,2003-10-08T12:00:00,ESE,Athens,12-hour,346,394,300,,EST,Eastern Std Time,UTC,-5,STR,(706) 208-9379,(706) 395-0407,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Wine & Beer Available']"
en-US,5579 Highway 153,,Hixson,United States,Hamilton,"5579 Highway 153, Hixson, TN 37343-3748",SWC Rt 153 & Winding Ln,35.14642,-85.251508,37343-3748,TN,T2053,2053,TRUE,2012-03-22T12:00:00,2005-10-05T12:00:00,ESE,Chattanooga North,12-hour,333,394,300,,EST,Eastern Std Time,UTC,-5,STR,(423) 870-4768,(423) 414-3056,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']"
en-US,4570 Frontage Rd NW,,Cleveland,United States,Bradley,"4570 Frontage Rd NW, Cleveland, TN 37312-2905",NWC I-75 & Paul Huff Parkway,35.217441,-84.866113,37312-2905,TN,T2367,2367,TRUE,,2008-03-05T12:00:00,ESE,Cleveland,12-hour,333,394,300,,EST,Eastern Std Time,UTC,-5,STR,(423) 790-3000,(423) 790-3010,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Mobile Kiosk', 'Starbucks']"
en-US,372 Cox Creek Pkwy,,Florence,United States,Lauderdale,"372 Cox Creek Pkwy, Florence, AL 35630-1540",SEC Cox Creek Pkwy & Gresham Rd,34.84213,-87.634764,35630-1540,AL,T1322,1322,TRUE,2007-07-13T12:00:00,2001-03-07T12:00:00,ESE,Florence,12-hour,369,394,300,,CST,Central Std Time,UTC,-6,STR,(256) 764-6924,(256) 712-3239,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['CVS pharmacy', 'Café', 'Mobile Kiosk', 'Wine & Beer Available']"
en-US,3519 Clemson Blvd,,Anderson,United States,Anderson,"3519 Clemson Blvd, Anderson, SC 29621-1312",SWC Clemson & Civic Ctr Blvds,34.54954,-82.679501,29621-1312,SC,T1198,1198,TRUE,2012-03-22T12:00:00,1999-07-21T12:00:00,ESE,Anderson,12-hour,337,395,300,,EST,Eastern Std Time,UTC,-5,STR,(864) 224-9772,(864) 932-4340,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Wine & Beer Available']"
en-US,1851 Old Fort Pkwy,,Murfreesboro,United States,Rutherford,"1851 Old Fort Pkwy, Murfreesboro, TN 37129-3364",SEC Rt 96 & Thompson Lane,35.843921,-86.426292,37129-3364,TN,T1126,1126,TRUE,2012-03-22T12:00:00,1998-07-22T12:00:00,ESE,Murfreesboro,12-hour,333,394,300,,CST,Central Std Time,UTC,-6,STR,(615) 907-2977,(615) 809-3836,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Café', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']"
en-US,1033 Crossings Blvd,,Spring Hill,United States,Maury,"1033 Crossings Blvd, Spring Hill, TN 37174-2755",NEC US Hwy 31 & State Hwy 396,35.74154,-86.937825,37174-2755,TN,T2362,2362,TRUE,,2008-03-05T12:00:00,ESE,Spring Hill,12-hour,369,394,300,SuperTarget,CST,Central Std Time,UTC,-6,STR,(931) 489-1030,(931) 499-3001,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']"
en-US,4223 Washington Rd,,Evans,United States,Columbia,"4223 Washington Rd, Evans, GA 30809-3069",NEC Washington Rd & Owens Rd,33.527174,-82.118653,30809-3069,GA,T2027,2027,TRUE,,2005-10-05T12:00:00,ESE,Evans,12-hour,337,395,300,,EST,Eastern Std Time,UTC,-5,STR,(706) 210-8591,(706) 993-9089,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['CVS pharmacy', 'Cafe-Pizza', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']"
en-US,800 Watkins Rd,,Maryville,United States,Blount,"800 Watkins Rd, Maryville, TN 37801-4597",NEC US 129 & US 321,35.751972,-83.991525,37801-4597,TN,T1250,1250,TRUE,2004-08-08T12:00:00,2000-03-01T12:00:00,ESE,Maryville,12-hour,351,395,300,,EST,Eastern Std Time,UTC,-5,STR,(865) 982-1590,(865) 238-7098,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beer Available', 'CVS pharmacy', 'Café', 'Mobile Kiosk', 'Optical']"
en-US,235 Robert C Daniel Jr Pkwy,,Augusta,United States,Richmond,"235 Robert C Daniel Jr Pkwy, Augusta, GA 30909-0800",NEC Wheeler Rd & I-520,33.489997,-82.081301,30909-0800,GA,T1090,1090,TRUE,2014-10-12T12:00:00,1997-10-08T12:00:00,ESE,Augusta,12-hour,337,395,300,,EST,Eastern Std Time,UTC,-5,STR,(706) 667-6368,(706) 619-3211,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,00:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']"
en-US,3064 Columbia Ave,,Franklin,United States,Williamson,"3064 Columbia Ave, Franklin, TN 37064-7424",NWC Columbia Ave & Mack Hatcher,35.89233,-86.880687,37064-7424,TN,T1963,1963,TRUE,2012-10-11T12:00:00,2005-03-02T12:00:00,ESE,Franklin,12-hour,369,394,300,,CST,Central Std Time,UTC,-6,STR,(615) 472-2052,(615) 807-7081,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Starbucks']"
en-US,803 Industrial Blvd,,Smyrna,United States,Rutherford,"803 Industrial Blvd, Smyrna, TN 37167-6865",NEC I-24 & Sam Ridley Pkwy,35.979397,-86.571713,37167-6865,TN,T2360,2360,TRUE,,2008-03-05T12:00:00,ESE,Smyrna,12-hour,333,394,300,SuperTarget,CST,Central Std Time,UTC,-6,STR,(615) 768-3017,(615) 768-3027,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Bakery', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Super Target']"
en-US,1815 Norman Dr,,Valdosta,United States,Lowndes,"1815 Norman Dr, Valdosta, GA 31601-3502",NEC Norman & St Augustine(.5 mi N),30.84359,-83.316461,31601-3502,GA,T0750,750,TRUE,2012-06-21T12:00:00,1995-10-04T12:00:00,BTC,Valdosta,12-hour,348,393,300,,EST,Eastern Std Time,UTC,-5,STR,(229) 242-0330,(229) 444-6893,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Café', 'Fresh Grocery', 'Wine & Beer Available']"
en-US,1900 Town Center Blvd,,Knoxville,United States,Knox,"1900 Town Center Blvd, Knoxville, TN 37922",NWC I-140 & S Northshore Dr,35.862042,-84.078239,37922,TN,T2815,2815,TRUE,,2012-07-25T12:00:00,ESE,Knoxville South,12-hour,351,395,300,,EST,Eastern Std Time,UTC,-5,STR,(865) 291-5478,(865) 291-5488,07:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,07:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,07:00:00,FALSE,TRUE,7:00 a.m.-9:00 p.m.,21:00:00,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']"
en-US,11100 Parkside Dr,,Knoxville,United States,Knox,"11100 Parkside Dr, Knoxville, TN 37934-1960",SWC I-40/75 & Lovell Rd,35.900577,-84.151312,37934-1960,TN,T1370,1370,TRUE,,2002-03-06T12:00:00,ESE,Farragut,12-hour,351,395,300,SuperTarget,EST,Eastern Std Time,UTC,-5,STR,(865) 675-8200,,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,00:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Beer Available', 'CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']"
en-US,1701 Galleria Blvd,,Franklin,United States,Williamson,"1701 Galleria Blvd, Franklin, TN 37067-1602",SWC Moores Lane & I-65,35.96564,-86.812455,37067-1602,TN,T0695,695,TRUE,2012-06-21T12:00:00,1992-03-11T12:00:00,ESE,Cool Springs,12-hour,369,394,300,,CST,Central Std Time,UTC,-6,STR,(615) 771-2093,(615) 472-9691,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical']"
en-US,8040 Ray Mears Blvd,,Knoxville,United States,Knox,"8040 Ray Mears Blvd, Knoxville, TN 37919-5457",NEC Ray Mears Blvd & Winston Rd,35.922124,-84.047781,37919-5457,TN,T0151,151,TRUE,2014-04-03T12:00:00,1981-07-22T12:00:00,ESE,Knoxville West,12-hour,351,395,300,,EST,Eastern Std Time,UTC,-5,STR,(865) 693-2203,(865) 291-4819,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beer Available', 'CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']"
en-US,780 Old Hickory Blvd,,Brentwood,United States,Davidson,"780 Old Hickory Blvd, Brentwood, TN 37027-4527",NEC I-65 & Old Hickory Blvd,36.042772,-86.779214,37027-4527,TN,T1983,1983,TRUE,2012-06-21T12:00:00,2005-07-20T12:00:00,ESE,Brentwood,12-hour,369,394,300,,CST,Central Std Time,UTC,-6,STR,(615) 238-0126,(615) 208-8402,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']"
en-US,401 S Mount Juliet Rd,Ste 600,Mount Juliet,United States,Wilson,"401 S Mount Juliet Rd, Mount Juliet, TN 37122-6309",SEC I-40 & Mt Juliet Rd/Rt 171,36.168508,-86.508374,37122-6309,TN,T2126,2126,TRUE,2012-06-21T12:00:00,2006-03-01T12:00:00,ESE,Mt Juliet,12-hour,333,394,300,,CST,Central Std Time,UTC,-6,STR,(615) 773-2800,,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']"
en-US,6670 Clinton Hwy,,Knoxville,United States,Knox,"6670 Clinton Hwy, Knoxville, TN 37912-1016",NEC Clinton Hwy & Callahan,36.008464,-84.022171,37912-1016,TN,T0795,795,TRUE,2017-04-13T12:00:00,1996-03-06T12:00:00,ESE,Knoxville NW,12-hour,351,395,300,,EST,Eastern Std Time,UTC,-5,STR,(865) 947-7636,,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beer Available', 'Café', 'Starbucks']"
en-US,694 Fairview Rd,,Simpsonville,United States,Greenville,"694 Fairview Rd, Simpsonville, SC 29680-6708",NEC Fairview Rd & Harrison Bridge,34.705739,-82.259611,29680-6708,SC,T1870,1870,TRUE,2012-10-11T12:00:00,2004-03-03T12:00:00,ESE,Simpsonville,12-hour,337,395,300,,EST,Eastern Std Time,UTC,-5,STR,(864) 963-7251,(864) 757-3201,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']"
en-US,3171 Lebanon Pike,,Nashville,United States,Davidson,"3171 Lebanon Pike, Nashville, TN 37214-2314",NEC Jackson Downs & Lebanon Pk,36.182625,-86.637907,37214-2314,TN,T1059,1059,TRUE,2010-10-14T12:00:00,1997-03-05T12:00:00,ESE,Nashville East,12-hour,333,394,300,,CST,Central Std Time,UTC,-6,STR,(615) 889-4734,(615) 925-3840,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk']"
en-US,26 White Bridge Rd,,Nashville,United States,Davidson,"26 White Bridge Rd, Nashville, TN 37205-1411",NWC White Bridge Pk & Post Rd,36.130779,-86.854673,37205-1411,TN,T0146,146,TRUE,2012-03-22T12:00:00,1981-07-22T12:00:00,ESE,White Bridge,12-hour,369,394,300,,CST,Central Std Time,UTC,-6,STR,(615) 352-8461,(615) 970-3683,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']"
en-US,1112 Woodruff Rd,,Greenville,United States,Greenville,"1112 Woodruff Rd, Greenville, SC 29607-4109",SWC I-85 & Woodruff Rd,34.830076,-82.308025,29607-4109,SC,T1182,1182,TRUE,2012-06-21T12:00:00,1999-03-03T12:00:00,ESE,Greenville,12-hour,337,395,300,,EST,Eastern Std Time,UTC,-5,STR,(864) 286-3689,(864) 558-2543,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,00:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,"['CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Wine & Beer Available']"
en-US,6814 Charlotte Pike,,Nashville,United States,Davidson,"6814 Charlotte Pike, Nashville, TN 37209-4206",NEC I-40 & US Hwy 70,36.135103,-86.891363,37209-4206,TN,T2240,2240,TRUE,2012-03-22T12:00:00,2007-03-07T12:00:00,BTC,Nashville West,12-hour,369,394,300,,CST,Central Std Time,UTC,-6,STR,(615) 238-0112,(615) 970-3895,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']"
en-US,1698 US Highway 98,,Daphne,United States,Baldwin,"1698 US Highway 98, Daphne, AL 36526-4252",SEC US 98 & Daphne Ave,30.603217,-87.896507,36526-4252,AL,T1274,1274,TRUE,2018-04-13T12:00:00,2000-07-19T12:00:00,ESE,Daphne,12-hour,359,393,300,,CST,Central Std Time,UTC,-6,STR,(251) 621-3540,(251) 287-9804,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['CVS pharmacy', 'Drive Up', 'Starbucks', 'Wine & Beer Available']"
en-US,5405 Washington Pike,,Knoxville,United States,Knox,"5405 Washington Pike, Knoxville, TN 37918-7004",SWC New Harvest Ln & Washington Pike,36.036859,-83.887806,37918-7004,TN,T2057,2057,TRUE,2014-04-03T12:00:00,2006-07-19T12:00:00,ESE,Knoxville North,12-hour,351,395,300,,EST,Eastern Std Time,UTC,-5,STR,(865) 291-0086,(865) 291-4757,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']"
en-US,2545 Whiskey Rd,,Aiken,United States,Aiken,"2545 Whiskey Rd, Aiken, SC 29803-8521",NWC Whiskey Rd & Brookhaven Dr,33.504129,-81.711132,29803-8521,SC,T1310,1310,TRUE,2006-05-12T12:00:00,2000-10-04T12:00:00,ESE,Aiken,12-hour,337,395,300,,EST,Eastern Std Time,UTC,-5,STR,(803) 644-2721,(803) 295-5701,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['CVS pharmacy', 'Café', 'Wine & Beer Available']"
en-US,3150 Bel Air Mall,,Mobile,United States,Mobile,"3150 Bel Air Mall, Mobile, AL 36606-3203",SEC I-65 & Airport Blvd,30.671392,-88.12001,36606-3203,AL,T0797,797,TRUE,2003-08-12T12:00:00,1996-07-24T12:00:00,ESE,Bel-Air,12-hour,359,393,300,,CST,Central Std Time,UTC,-6,STR,(251) 471-9760,(251) 287-9863,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['CVS pharmacy', 'Café', 'Wine & Beer Available']"
en-US,6025 Wade Hampton Blvd,,Taylors,United States,Greenville,"6025 Wade Hampton Blvd, Taylors, SC 29687-5334",NEC Wade Hampton Blvd & Ruther Rd,34.93744,-82.279302,29687-5334,SC,T1937,1937,TRUE,2012-03-22T12:00:00,2004-10-06T12:00:00,ESE,Greer,12-hour,337,395,300,,EST,Eastern Std Time,UTC,-5,STR,(864) 801-8128,(864) 416-5786,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']"
en-US,2050 Gallatin Rd N,,Madison,United States,Davidson,"2050 Gallatin Rd N, Madison, TN 37115-2002",NWC Gallatin Pike & Conference Dr,36.304198,-86.694594,37115-2002,TN,T0144,144,TRUE,2007-03-23T12:00:00,1981-02-24T12:00:00,ESE,Rivergate,12-hour,333,394,300,,CST,Central Std Time,UTC,-6,STR,(615) 859-5260,(615) 756-3261,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza']"
en-US,1004 Andrews Run,,Hendersonville,United States,Sumner,"1004 Andrews Run, Hendersonville, TN 37075-1232",NWC New Shackle Island Rd & Vietnam,36.334395,-86.625271,37075-1232,TN,T1511,1511,TRUE,2012-10-11T12:00:00,2003-03-05T12:00:00,ESE,Hendersonville,12-hour,333,394,300,,CST,Central Std Time,UTC,-6,STR,(615) 826-6895,(615) 431-3581,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Starbucks']"
en-US,790 Schillinger Rd S,,Mobile,United States,Mobile,"790 Schillinger Rd S, Mobile, AL 36695-8979",SWC Schillinger Rd & Old Gov't St,30.673882,-88.228304,36695-8979,AL,T1376,1376,TRUE,,2002-03-06T12:00:00,ESE,Mobile West,12-hour,359,393,300,SuperTarget,CST,Central Std Time,UTC,-6,STR,(251) 607-0265,(251) 287-9784,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']"
en-US,3820 Gulf Shores Pkwy,,Gulf Shores,United States,Baldwin,"3820 Gulf Shores Pkwy, Gulf Shores, AL 36542-2819",NEC Hwy 59 & CR 4,30.303574,-87.680528,36542-2819,AL,T2154,2154,TRUE,2012-06-21T12:00:00,2006-07-19T12:00:00,ESE,Gulf Shores,12-hour,359,393,300,,CST,Central Std Time,UTC,-6,STR,(251) 967-7001,,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,08:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Starbucks', 'Wine & Beer Available']"
